date,Consommation_kWh,Température,Humidité,Heure,Jour_semaine,Jour_férié,Type_bâtiment,Surface,Occupants,Consommation_J-1,Consommation_H-1
2016-01-15 21:00:00,1.38,2.2,96.58333333333333,21,5,0,Résidentiel,163,3,0.7,1.4
2016-01-15 22:00:00,1.31,2.408333333333333,95.58333333333333,22,5,0,Commercial,122,4,0.29,1.38
2016-01-15 23:00:00,0.38,2.5749999999999997,95.83333333333333,23,5,0,Commercial,233,3,0.23,1.31
2016-01-16 00:00:00,0.24,2.3375,96.58333333333333,0,6,0,Résidentiel,173,5,0.32,0.38
2016-01-16 01:00:00,0.32,2.1875,95.58333333333333,1,6,0,Industriel,377,4,0.31,0.24
2016-01-16 02:00:00,0.28,1.8499999999999999,95.0,2,6,0,Industriel,212,2,0.28,0.32
2016-01-16 03:00:00,0.25,1.125,95.83333333333333,3,6,0,Commercial,144,5,0.26,0.28
2016-01-16 04:00:00,0.3,0.6,96.58333333333333,4,6,0,Commercial,369,6,0.3,0.25
2016-01-16 05:00:00,0.24,0.5583333333333333,96.0,5,6,0,Résidentiel,336,3,0.3,0.3
2016-01-16 06:00:00,0.31,0.7083333333333334,96.0,6,6,0,Résidentiel,292,6,0.27,0.24
2016-01-16 07:00:00,1.48,1.0833333333333333,96.0,7,6,0,Résidentiel,227,4,0.31,0.31
2016-01-16 08:00:00,0.84,1.2416666666666667,96.41666666666667,8,6,0,Résidentiel,140,5,1.41,1.48
2016-01-16 09:00:00,0.37,1.5916666666666668,96.16666666666667,9,6,0,Industriel,228,6,1.24,0.84
2016-01-16 10:00:00,0.43,2.625,94.16666666666667,10,6,0,Résidentiel,167,2,0.75,0.37
2016-01-16 11:00:00,0.32,4.0,90.5,11,6,0,Commercial,357,4,0.75,0.43
2016-01-16 12:00:00,0.45,5.2,78.25,12,6,0,Commercial,161,5,1.26,0.32
2016-01-16 13:00:00,0.52,5.858333333333333,71.83333333333333,13,6,0,Commercial,208,6,1.18,0.45
2016-01-16 14:00:00,0.43,5.55,74.58333333333333,14,6,0,Industriel,365,5,0.38,0.52
2016-01-16 15:00:00,1.25,4.741666666666666,68.66666666666667,15,6,0,Résidentiel,359,5,0.34,0.43
2016-01-16 16:00:00,0.45,3.0583333333333336,78.08333333333333,16,6,0,Résidentiel,349,6,0.34,1.25
2016-01-16 17:00:00,1.59,1.9749999999999999,83.83333333333333,17,6,0,Résidentiel,371,1,0.59,0.45
2016-01-16 18:00:00,2.84,2.2916666666666665,81.75,18,6,0,Résidentiel,282,3,1.67,1.59
2016-01-16 19:00:00,2.35,1.5,89.08333333333333,19,6,0,Résidentiel,103,4,1.32,2.84
2016-01-16 20:00:00,0.71,0.6333333333333333,93.66666666666667,20,6,0,Résidentiel,390,4,1.4,2.35
2016-01-16 21:00:00,0.72,0.44166666666666665,96.83333333333333,21,6,0,Commercial,287,4,1.38,0.71
2016-01-16 22:00:00,1.02,0.7083333333333334,95.91666666666667,22,6,0,Résidentiel,359,5,1.31,0.72
2016-01-16 23:00:00,0.33,0.7916666666666666,94.25,23,6,0,Résidentiel,284,6,0.38,1.02
2016-01-17 00:00:00,0.28,0.625,96.0,0,7,0,Commercial,231,3,0.24,0.33
2016-01-17 01:00:00,0.31,0.8833333333333333,94.75,1,7,0,Résidentiel,105,2,0.32,0.28
2016-01-17 02:00:00,0.26,0.75,95.08333333333333,2,7,0,Résidentiel,273,4,0.28,0.31
2016-01-17 03:00:00,0.3,0.48333333333333334,97.58333333333333,3,7,0,Commercial,317,6,0.25,0.26
2016-01-17 04:00:00,0.31,0.5583333333333333,96.58333333333333,4,7,0,Commercial,154,3,0.3,0.3
2016-01-17 05:00:00,0.26,0.4583333333333333,96.41666666666667,5,7,0,Commercial,242,3,0.24,0.31
2016-01-17 06:00:00,0.27,0.44166666666666665,96.58333333333333,6,7,0,Résidentiel,378,1,0.31,0.26
2016-01-17 07:00:00,2.09,-0.04166666666666671,96.0,7,7,0,Commercial,108,6,1.48,0.27
2016-01-17 08:00:00,1.63,-0.8000000000000002,94.75,8,7,0,Commercial,244,4,0.84,2.09
2016-01-17 09:00:00,1.75,-0.3833333333333333,91.75,9,7,0,Résidentiel,265,5,0.37,1.63
2016-01-17 10:00:00,0.54,0.6583333333333338,88.75,10,7,0,Commercial,133,3,0.43,1.75
2016-01-17 11:00:00,1.91,1.7583333333333335,82.41666666666667,11,7,0,Commercial,374,3,0.32,0.54
2016-01-17 12:00:00,0.71,2.608333333333333,73.91666666666667,12,7,1,Résidentiel,121,2,0.45,1.91
2016-01-17 13:00:00,1.02,2.9416666666666664,67.66666666666667,13,7,0,Résidentiel,364,1,0.52,0.71
2016-01-17 14:00:00,0.83,3.0416666666666665,61.333333333333336,14,7,0,Industriel,217,3,0.43,1.02
2016-01-17 15:00:00,0.49,2.9333333333333336,59.416666666666664,15,7,0,Commercial,266,3,1.25,0.83
2016-01-17 16:00:00,0.49,1.9083333333333334,65.41666666666667,16,7,0,Résidentiel,283,5,0.45,0.49
2016-01-17 17:00:00,2.73,0.13333333333333333,77.16666666666667,17,7,0,Commercial,121,5,1.59,0.49
2016-01-17 18:00:00,1.61,-0.8833333333333333,81.33333333333333,18,7,0,Résidentiel,367,2,2.84,2.73
2016-01-17 19:00:00,0.61,-1.0833333333333333,76.5,19,7,0,Résidentiel,105,6,2.35,1.61
2016-01-17 20:00:00,0.66,-1.325,75.91666666666667,20,7,0,Résidentiel,135,2,0.71,0.61
2016-01-17 21:00:00,0.78,-1.6666666666666667,80.83333333333333,21,7,0,Industriel,332,2,0.72,0.66
2016-01-17 22:00:00,0.33,-2.0666666666666664,82.41666666666667,22,7,0,Industriel,201,5,1.02,0.78
2016-01-17 23:00:00,0.38,-2.5083333333333333,84.25,23,7,0,Résidentiel,185,6,0.33,0.33
2016-01-18 00:00:00,0.27,-3.008333333333333,86.0,0,1,0,Résidentiel,209,5,0.28,0.38
2016-01-18 01:00:00,0.26,-3.591666666666667,87.25,1,1,0,Résidentiel,237,1,0.31,0.27
2016-01-18 02:00:00,0.26,-4.0,88.16666666666667,2,1,0,Industriel,310,4,0.26,0.26
2016-01-18 03:00:00,0.25,-4.0,86.58333333333333,3,1,1,Industriel,387,4,0.3,0.26
2016-01-18 04:00:00,0.27,-4.0,85.16666666666667,4,1,0,Commercial,170,1,0.31,0.25
2016-01-18 05:00:00,0.2,-4.208333333333333,85.25,5,1,0,Commercial,101,4,0.26,0.27
2016-01-18 06:00:00,0.33,-4.625,87.41666666666667,6,1,0,Commercial,369,6,0.27,0.2
2016-01-18 07:00:00,0.33,-4.675,87.58333333333333,7,1,0,Résidentiel,189,5,2.09,0.33
2016-01-18 08:00:00,0.21,-4.333333333333333,86.58333333333333,8,1,0,Résidentiel,128,4,1.63,0.33
2016-01-18 09:00:00,0.27,-3.85,86.41666666666667,9,1,0,Résidentiel,208,6,1.75,0.21
2016-01-18 10:00:00,0.19,-2.9583333333333335,84.08333333333333,10,1,0,Commercial,152,5,0.54,0.27
2016-01-18 11:00:00,0.27,-1.866666666666667,77.5,11,1,0,Commercial,132,6,1.91,0.19
2016-01-18 12:00:00,0.24,-1.2750000000000001,73.16666666666667,12,1,0,Résidentiel,247,1,0.71,0.27
2016-01-18 13:00:00,0.24,-0.8916666666666672,71.16666666666667,13,1,0,Industriel,124,2,1.02,0.24
2016-01-18 14:00:00,0.25,-0.5166666666666667,68.75,14,1,0,Résidentiel,184,1,0.83,0.24
2016-01-18 15:00:00,0.2,-0.44166666666666665,68.25,15,1,0,Résidentiel,229,4,0.49,0.25
2016-01-18 16:00:00,0.28,-0.7916666666666661,75.0,16,1,0,Commercial,225,5,0.49,0.2
2016-01-18 17:00:00,0.21,-1.5333333333333332,84.08333333333333,17,1,0,Commercial,283,6,2.73,0.28
2016-01-18 18:00:00,1.8,-2.2083333333333335,85.33333333333333,18,1,0,Commercial,378,4,1.61,0.21
2016-01-18 19:00:00,1.17,-2.5,80.91666666666667,19,1,0,Résidentiel,246,4,0.61,1.8
2016-01-18 20:00:00,3.35,-2.7083333333333335,80.08333333333333,20,1,0,Résidentiel,280,2,0.66,1.17
2016-01-18 21:00:00,2.07,-3.4166666666666665,84.25,21,1,0,Commercial,213,4,0.78,3.35
2016-01-18 22:00:00,0.34,-4.375,86.83333333333333,22,1,0,Résidentiel,290,2,0.33,2.07
2016-01-18 23:00:00,0.27,-4.733333333333333,87.58333333333333,23,1,0,Résidentiel,127,5,0.38,0.34
2016-01-19 00:00:00,0.28,-4.541666666666667,88.66666666666667,0,2,0,Commercial,205,5,0.27,0.27
2016-01-19 01:00:00,0.27,-4.4750000000000005,89.75,1,2,0,Résidentiel,318,6,0.26,0.28
2016-01-19 02:00:00,0.2,-4.383333333333334,89.25,2,2,0,Commercial,86,2,0.26,0.27
2016-01-19 03:00:00,0.28,-4.333333333333333,90.16666666666667,3,2,0,Commercial,351,1,0.25,0.2
2016-01-19 04:00:00,0.2,-4.1,89.0,4,2,0,Résidentiel,116,5,0.27,0.28
2016-01-19 05:00:00,0.27,-4.266666666666667,89.83333333333333,5,2,0,Résidentiel,290,6,0.2,0.2
2016-01-19 06:00:00,0.28,-4.416666666666667,90.58333333333333,6,2,0,Commercial,244,1,0.33,0.27
2016-01-19 07:00:00,0.25,-4.3,89.58333333333333,7,2,0,Commercial,204,5,0.33,0.28
2016-01-19 08:00:00,0.25,-4.55,90.66666666666667,8,2,0,Commercial,271,5,0.21,0.25
2016-01-19 09:00:00,0.2,-4.3999999999999995,92.16666666666667,9,2,0,Commercial,297,6,0.27,0.25
2016-01-19 10:00:00,0.27,-3.158333333333333,86.83333333333333,10,2,0,Commercial,293,6,0.19,0.2
2016-01-19 11:00:00,0.2,-2.066666666666667,78.5,11,2,0,Industriel,141,3,0.27,0.27
2016-01-19 12:00:00,0.26,-0.9333333333333332,70.41666666666667,12,2,0,Résidentiel,240,4,0.24,0.2
2016-01-19 13:00:00,0.2,-0.08333333333333333,65.66666666666667,13,2,0,Résidentiel,145,4,0.24,0.26
2016-01-19 14:00:00,0.27,0.5916666666666667,63.416666666666664,14,2,0,Résidentiel,365,1,0.25,0.2
2016-01-19 15:00:00,0.23,1.1166666666666667,59.083333333333336,15,2,0,Résidentiel,318,4,0.2,0.27
2016-01-19 16:00:00,0.25,-0.033333333333333284,67.0,16,2,0,Résidentiel,99,1,0.28,0.23
2016-01-19 17:00:00,0.43,-1.125,77.75,17,2,0,Résidentiel,267,5,0.21,0.25
2016-01-19 18:00:00,1.05,-2.2916666666666665,85.08333333333333,18,2,0,Industriel,161,3,1.8,0.43
2016-01-19 19:00:00,2.12,-2.8249999999999997,88.41666666666667,19,2,0,Résidentiel,281,3,1.17,1.05
2016-01-19 20:00:00,2.69,-3.625,91.08333333333333,20,2,0,Résidentiel,211,5,3.35,2.12
2016-01-19 21:00:00,0.92,-4.125,92.75,21,2,0,Résidentiel,116,6,2.07,2.69
2016-01-19 22:00:00,0.34,-3.766666666666666,91.0,22,2,0,Résidentiel,211,2,0.34,0.92
2016-01-19 23:00:00,0.28,-4.208333333333333,92.25,23,2,0,Résidentiel,156,2,0.27,0.34
2016-01-20 00:00:00,0.22,-4.625,94.0,0,3,0,Résidentiel,168,4,0.28,0.28
2016-01-20 01:00:00,0.27,-4.827777777777777,93.58333333333333,1,3,0,Résidentiel,332,6,0.27,0.22
2016-01-20 02:00:00,0.19,-4.894444444444445,92.58333333333333,2,3,0,Commercial,273,1,0.2,0.27
2016-01-20 03:00:00,0.26,-4.961111111111111,91.58333333333333,3,3,0,Commercial,255,3,0.28,0.19
2016-01-20 04:00:00,0.25,-4.583333333333333,90.58333333333333,4,3,0,Commercial,112,4,0.2,0.26
2016-01-20 05:00:00,0.23,-3.5833333333333335,90.0,5,3,0,Commercial,137,5,0.27,0.25
2016-01-20 06:00:00,0.7,-2.9166666666666665,90.0,6,3,0,Résidentiel,280,6,0.28,0.23
2016-01-20 07:00:00,0.32,-2.6333333333333333,88.33333333333333,7,3,0,Commercial,107,3,0.25,0.7
2016-01-20 08:00:00,0.96,-2.3166666666666664,86.83333333333333,8,3,0,Commercial,114,1,0.25,0.32
2016-01-20 09:00:00,0.4,-2.1166666666666667,88.41666666666667,9,3,0,Résidentiel,204,1,0.2,0.96
2016-01-20 10:00:00,0.47,-1.875,88.58333333333333,10,3,0,Commercial,121,2,0.27,0.4
2016-01-20 11:00:00,0.49,-1.3666666666666665,86.33333333333333,11,3,0,Résidentiel,164,4,0.2,0.47
2016-01-20 12:00:00,0.79,-0.6916666666666665,83.58333333333333,12,3,0,Commercial,267,5,0.26,0.49
2016-01-20 13:00:00,0.45,-0.10833333333333339,82.16666666666667,13,3,0,Industriel,190,3,0.2,0.79
2016-01-20 14:00:00,0.33,0.425,80.58333333333333,14,3,0,Résidentiel,350,1,0.27,0.45
2016-01-20 15:00:00,0.48,0.6,81.25,15,3,0,Commercial,184,3,0.23,0.33
2016-01-20 16:00:00,0.42,0.47500000000000003,84.66666666666667,16,3,0,Commercial,399,5,0.25,0.48
2016-01-20 17:00:00,1.11,0.21666666666666667,88.25,17,3,0,Industriel,120,3,0.43,0.42
2016-01-20 18:00:00,1.35,-0.024999999999999998,91.25,18,3,0,Résidentiel,294,4,1.05,1.11
2016-01-20 19:00:00,2.37,-0.075,91.75,19,3,0,Commercial,150,2,2.12,1.35
2016-01-20 20:00:00,1.7,0.18333333333333335,90.0,20,3,0,Résidentiel,135,3,2.69,2.37
2016-01-20 21:00:00,1.56,0.3,89.58333333333333,21,3,0,Résidentiel,315,6,0.92,1.7
2016-01-20 22:00:00,0.85,0.3,88.58333333333333,22,3,0,Résidentiel,360,2,0.34,1.56
2016-01-20 23:00:00,0.31,0.17500000000000002,88.0,23,3,0,Industriel,184,5,0.28,0.85
2016-01-21 00:00:00,0.25,-0.4166666666666667,88.83333333333333,0,4,0,Commercial,241,2,0.22,0.31
2016-01-21 01:00:00,0.33,-1.4166666666666667,91.66666666666667,1,4,0,Commercial,270,3,0.27,0.25
2016-01-21 02:00:00,0.25,-1.5,92.75,2,4,0,Industriel,88,3,0.19,0.33
2016-01-21 03:00:00,0.3,-0.7583333333333333,90.58333333333333,3,4,1,Résidentiel,139,6,0.26,0.25
2016-01-21 04:00:00,0.24,-0.9083333333333333,89.16666666666667,4,4,0,Résidentiel,384,1,0.25,0.3
2016-01-21 05:00:00,0.31,-1.6166666666666665,88.41666666666667,5,4,0,Résidentiel,304,6,0.23,0.24
2016-01-21 06:00:00,0.27,-2.0333333333333337,89.41666666666667,6,4,0,Résidentiel,386,3,0.7,0.31
2016-01-21 07:00:00,0.28,-2.2166666666666663,90.41666666666667,7,4,0,Résidentiel,267,2,0.32,0.27
2016-01-21 08:00:00,0.19,-3.4249999999999994,91.83333333333333,8,4,0,Résidentiel,149,6,0.96,0.28
2016-01-21 09:00:00,0.32,-3.133333333333333,91.75,9,4,0,Résidentiel,372,6,0.4,0.19
2016-01-21 10:00:00,0.33,-0.4583333333333328,84.16666666666667,10,4,0,Résidentiel,366,1,0.47,0.32
2016-01-21 11:00:00,0.31,1.5,71.83333333333333,11,4,0,Résidentiel,248,3,0.49,0.33
2016-01-21 12:00:00,0.32,2.783333333333333,61.833333333333336,12,4,0,Résidentiel,141,3,0.79,0.31
2016-01-21 13:00:00,1.04,3.933333333333333,56.0,13,4,0,Industriel,93,5,0.45,0.32
2016-01-21 14:00:00,0.38,4.5249999999999995,53.916666666666664,14,4,0,Commercial,243,1,0.33,1.04
2016-01-21 15:00:00,0.27,4.616666666666666,54.75,15,4,0,Industriel,324,5,0.48,0.38
2016-01-21 16:00:00,0.25,3.5833333333333335,64.16666666666667,16,4,0,Résidentiel,87,5,0.42,0.27
2016-01-21 17:00:00,0.21,1.4666666666666666,72.91666666666667,17,4,0,Résidentiel,233,5,1.11,0.25
2016-01-21 18:00:00,1.97,-0.1583333333333333,79.91666666666667,18,4,0,Commercial,115,4,1.35,0.21
2016-01-21 19:00:00,1.95,-0.7166666666666667,84.0,19,4,0,Résidentiel,127,5,2.37,1.97
2016-01-21 20:00:00,1.7,0.10833333333333327,83.16666666666667,20,4,0,Résidentiel,164,6,1.7,1.95
2016-01-21 21:00:00,1.28,0.8083333333333332,83.25,21,4,0,Résidentiel,107,2,1.56,1.7
2016-01-21 22:00:00,0.33,-0.016666666666666708,87.08333333333333,22,4,0,Résidentiel,275,6,0.85,1.28
2016-01-21 23:00:00,0.26,-0.35000000000000003,89.16666666666667,23,4,0,Résidentiel,287,6,0.31,0.33
2016-01-22 00:00:00,0.24,-0.125,88.41666666666667,0,5,0,Résidentiel,283,3,0.25,0.26
2016-01-22 01:00:00,0.22,-0.3,88.58333333333333,1,5,0,Commercial,386,4,0.33,0.24
2016-01-22 02:00:00,0.23,-0.425,88.0,2,5,0,Résidentiel,183,5,0.25,0.22
2016-01-22 03:00:00,0.24,-0.6833333333333332,87.58333333333333,3,5,0,Résidentiel,309,3,0.3,0.23
2016-01-22 04:00:00,0.22,-0.9666666666666667,87.0,4,5,0,Commercial,180,1,0.24,0.24
2016-01-22 05:00:00,0.23,-1.1166666666666667,86.16666666666667,5,5,0,Résidentiel,108,1,0.31,0.22
2016-01-22 06:00:00,0.23,-1.125,84.58333333333333,6,5,0,Résidentiel,206,3,0.27,0.23
2016-01-22 07:00:00,0.27,-1.0916666666666666,82.75,7,5,0,Commercial,89,2,0.28,0.23
2016-01-22 08:00:00,0.3,-0.5083333333333333,79.75,8,5,0,Résidentiel,185,3,0.19,0.27
2016-01-22 09:00:00,0.62,-0.016666666666666666,78.41666666666667,9,5,0,Résidentiel,246,3,0.32,0.3
2016-01-22 10:00:00,0.26,0.5583333333333338,77.75,10,5,0,Résidentiel,336,4,0.33,0.62
2016-01-22 11:00:00,0.94,1.825,73.91666666666667,11,5,0,Résidentiel,374,1,0.31,0.26
2016-01-22 12:00:00,0.19,3.033333333333333,70.58333333333333,12,5,0,Résidentiel,356,1,0.32,0.94
2016-01-22 13:00:00,0.27,3.5833333333333335,69.58333333333333,13,5,0,Commercial,144,5,1.04,0.19
2016-01-22 14:00:00,0.17,3.7000000000000006,71.91666666666667,14,5,1,Résidentiel,350,6,0.38,0.27
2016-01-22 15:00:00,0.26,3.408333333333333,81.0,15,5,0,Résidentiel,267,3,0.27,0.17
2016-01-22 16:00:00,0.19,3.0,90.08333333333333,16,5,0,Résidentiel,396,3,0.25,0.26
2016-01-22 17:00:00,0.26,3.0833333333333335,94.25,17,5,0,Résidentiel,217,2,0.21,0.19
2016-01-22 18:00:00,0.17,3.3666666666666667,95.58333333333333,18,5,0,Commercial,184,1,1.97,0.26
2016-01-22 19:00:00,0.23,3.641666666666667,95.83333333333333,19,5,0,Résidentiel,113,2,1.95,0.17
2016-01-22 20:00:00,0.22,3.7000000000000006,97.0,20,5,0,Résidentiel,189,4,1.7,0.23
2016-01-22 21:00:00,0.2,3.7000000000000006,97.41666666666667,21,5,0,Résidentiel,112,5,1.28,0.22
2016-01-22 22:00:00,0.23,3.8666666666666667,98.83333333333333,22,5,0,Résidentiel,310,2,0.33,0.2
2016-01-22 23:00:00,0.19,4.266666666666667,100.0,23,5,0,Résidentiel,396,1,0.26,0.23
2016-01-23 00:00:00,0.26,4.541666666666667,100.0,0,6,0,Commercial,345,4,0.24,0.19
