date,Consommation_kWh,Température,Humidité,Heure,Jour_semaine,Jour_férié,Type_bâtiment,Surface,Occupants,Consommation_J-1,Consommation_H-1,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,conso_H_1,conso_H_2,conso_H_6,conso_J_1,conso_J_7,rolling_mean_6h,rolling_mean_24h
2016-01-20 22:00:00,0.85,0.3,88.58333333333333,22,3,0,Résidentiel,360,2,0.34,1.56,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.56,1.7,0.42,0.34,0.79,1.4183333333333332,0.6641666666666667
2016-01-20 23:00:00,0.31,0.17500000000000002,88.0,23,3,0,Industriel,184,5,0.28,0.85,1,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.85,1.56,1.11,0.28,0.25,1.49,0.6854166666666668
2016-01-21 00:00:00,0.25,-0.4166666666666667,88.83333333333333,0,4,0,Commercial,241,2,0.22,0.31,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.31,0.85,1.35,0.22,0.28,1.3566666666666667,0.6866666666666666
2016-01-21 01:00:00,0.33,-1.4166666666666667,91.66666666666667,1,4,0,Commercial,270,3,0.27,0.25,1,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.25,0.31,2.37,0.27,0.22,1.1733333333333333,0.6879166666666667
2016-01-21 02:00:00,0.25,-1.5,92.75,2,4,0,Industriel,88,3,0.19,0.33,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.33,0.25,1.7,0.19,0.26,0.8333333333333334,0.6904166666666667
2016-01-21 03:00:00,0.3,-0.7583333333333333,90.58333333333333,3,4,1,Résidentiel,139,6,0.26,0.25,1,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.25,0.33,1.56,0.26,0.27,0.5916666666666666,0.6929166666666666
2016-01-21 04:00:00,0.24,-0.9083333333333333,89.16666666666667,4,4,0,Résidentiel,384,1,0.25,0.3,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.3,0.25,0.85,0.25,0.21,0.3816666666666666,0.6945833333333332
2016-01-21 05:00:00,0.31,-1.6166666666666665,88.41666666666667,5,4,0,Résidentiel,304,6,0.23,0.24,1,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.24,0.3,0.31,0.23,0.27,0.2799999999999999,0.6941666666666667
2016-01-21 06:00:00,0.27,-2.0333333333333337,89.41666666666667,6,4,0,Résidentiel,386,3,0.7,0.31,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.31,0.24,0.25,0.7,0.24,0.27999999999999997,0.6975000000000001
2016-01-21 07:00:00,0.28,-2.2166666666666663,90.41666666666667,7,4,0,Résidentiel,267,2,0.32,0.27,1,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.27,0.31,0.33,0.32,1.36,0.28333333333333327,0.6795833333333333
2016-01-21 08:00:00,0.19,-3.4249999999999994,91.83333333333333,8,4,0,Résidentiel,149,6,0.96,0.28,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.28,0.27,0.25,0.96,0.96,0.2749999999999999,0.6779166666666666
2016-01-21 09:00:00,0.32,-3.133333333333333,91.75,9,4,0,Résidentiel,372,6,0.4,0.19,1,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.19,0.28,0.3,0.4,1.01,0.26499999999999996,0.6458333333333334
2016-01-21 10:00:00,0.33,-0.4583333333333328,84.16666666666667,10,4,0,Résidentiel,366,1,0.47,0.32,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.32,0.19,0.24,0.47,3.23,0.26833333333333326,0.6425000000000001
2016-01-21 11:00:00,0.31,1.5,71.83333333333333,11,4,0,Résidentiel,248,3,0.49,0.33,1,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.33,0.32,0.31,0.49,1.43,0.28333333333333327,0.6366666666666667
2016-01-21 12:00:00,0.32,2.783333333333333,61.833333333333336,12,4,0,Résidentiel,141,3,0.79,0.31,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.31,0.33,0.27,0.79,1.7,0.28333333333333327,0.6291666666666667
2016-01-21 13:00:00,1.04,3.933333333333333,56.0,13,4,0,Industriel,93,5,0.45,0.32,1,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.32,0.31,0.28,0.45,0.42,0.29166666666666663,0.6095833333333334
2016-01-21 14:00:00,0.38,4.5249999999999995,53.916666666666664,14,4,0,Commercial,243,1,0.33,1.04,1,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.04,0.32,0.19,0.33,0.78,0.4183333333333333,0.6341666666666667
2016-01-21 15:00:00,0.27,4.616666666666666,54.75,15,4,0,Industriel,324,5,0.48,0.38,1,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.38,1.04,0.32,0.48,0.31,0.44999999999999996,0.63625
2016-01-21 16:00:00,0.25,3.5833333333333335,64.16666666666667,16,4,0,Résidentiel,87,5,0.42,0.27,1,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.27,0.38,0.33,0.42,1.85,0.4416666666666666,0.6275000000000001
2016-01-21 17:00:00,0.21,1.4666666666666666,72.91666666666667,17,4,0,Résidentiel,233,5,1.11,0.25,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.25,0.27,0.31,1.11,2.43,0.42833333333333323,0.6204166666666667
2016-01-21 18:00:00,1.97,-0.1583333333333333,79.91666666666667,18,4,0,Commercial,115,4,1.35,0.21,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.21,0.25,0.32,1.35,1.3,0.4116666666666666,0.5829166666666666
2016-01-21 19:00:00,1.95,-0.7166666666666667,84.0,19,4,0,Résidentiel,127,5,2.37,1.97,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.97,0.21,1.04,2.37,1.39,0.6866666666666665,0.60875
2016-01-21 20:00:00,1.7,0.10833333333333327,83.16666666666667,20,4,0,Résidentiel,164,6,1.7,1.95,1,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.95,1.97,0.38,1.7,0.66,0.8383333333333333,0.5912499999999999
2016-01-21 21:00:00,1.28,0.8083333333333332,83.25,21,4,0,Résidentiel,107,2,1.56,1.7,1,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.7,1.95,0.27,1.56,0.7,1.0583333333333333,0.59125
2016-01-21 22:00:00,0.33,-0.016666666666666708,87.08333333333333,22,4,0,Résidentiel,275,6,0.85,1.28,1,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.28,1.7,0.25,0.85,0.29,1.2266666666666666,0.5795833333333333
2016-01-21 23:00:00,0.26,-0.35000000000000003,89.16666666666667,23,4,0,Résidentiel,287,6,0.31,0.33,1,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.33,1.28,0.21,0.31,0.23,1.24,0.5579166666666667
2016-01-22 00:00:00,0.24,-0.125,88.41666666666667,0,5,0,Résidentiel,283,3,0.25,0.26,1,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.26,0.33,1.97,0.25,0.32,1.2483333333333333,0.5558333333333333
2016-01-22 01:00:00,0.22,-0.3,88.58333333333333,1,5,0,Commercial,386,4,0.33,0.24,1,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.24,0.26,1.95,0.33,0.31,0.96,0.5554166666666667
2016-01-22 02:00:00,0.23,-0.425,88.0,2,5,0,Résidentiel,183,5,0.25,0.22,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.22,0.24,1.7,0.25,0.28,0.6716666666666665,0.5508333333333333
2016-01-22 03:00:00,0.24,-0.6833333333333332,87.58333333333333,3,5,0,Résidentiel,309,3,0.3,0.23,1,0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.23,0.22,1.28,0.3,0.26,0.4266666666666666,0.5499999999999999
2016-01-22 04:00:00,0.22,-0.9666666666666667,87.0,4,5,0,Commercial,180,1,0.24,0.24,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.24,0.23,0.33,0.24,0.3,0.25333333333333324,0.5475
2016-01-22 05:00:00,0.23,-1.1166666666666667,86.16666666666667,5,5,0,Résidentiel,108,1,0.31,0.22,1,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.22,0.24,0.26,0.31,0.3,0.2349999999999999,0.5466666666666667
2016-01-22 06:00:00,0.23,-1.125,84.58333333333333,6,5,0,Résidentiel,206,3,0.27,0.23,1,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.23,0.22,0.24,0.27,0.27,0.2299999999999999,0.5433333333333333
2016-01-22 07:00:00,0.27,-1.0916666666666666,82.75,7,5,0,Commercial,89,2,0.28,0.23,1,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.23,0.23,0.22,0.28,0.31,0.22833333333333325,0.5416666666666666
2016-01-22 08:00:00,0.3,-0.5083333333333333,79.75,8,5,0,Résidentiel,185,3,0.19,0.27,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.27,0.23,0.23,0.19,1.41,0.23666666666666658,0.54125
2016-01-22 09:00:00,0.62,-0.016666666666666666,78.41666666666667,9,5,0,Résidentiel,246,3,0.32,0.3,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.3,0.27,0.24,0.32,1.24,0.24833333333333327,0.5458333333333333
2016-01-22 10:00:00,0.26,0.5583333333333338,77.75,10,5,0,Résidentiel,336,4,0.33,0.62,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.62,0.3,0.22,0.33,0.75,0.3116666666666666,0.5583333333333333
2016-01-22 11:00:00,0.94,1.825,73.91666666666667,11,5,0,Résidentiel,374,1,0.31,0.26,1,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.26,0.62,0.23,0.31,0.75,0.3183333333333333,0.5554166666666667
2016-01-22 12:00:00,0.19,3.033333333333333,70.58333333333333,12,5,0,Résidentiel,356,1,0.32,0.94,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.94,0.26,0.23,0.32,1.26,0.4366666666666666,0.5816666666666667
2016-01-22 13:00:00,0.27,3.5833333333333335,69.58333333333333,13,5,0,Commercial,144,5,1.04,0.19,1,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.19,0.94,0.27,1.04,1.18,0.42999999999999994,0.57625
2016-01-22 14:00:00,0.17,3.7000000000000006,71.91666666666667,14,5,1,Résidentiel,350,6,0.38,0.27,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.27,0.19,0.3,0.38,0.38,0.42999999999999994,0.5441666666666667
2016-01-22 15:00:00,0.26,3.408333333333333,81.0,15,5,0,Résidentiel,267,3,0.27,0.17,1,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.17,0.27,0.62,0.27,0.34,0.4083333333333332,0.5354166666666668
2016-01-22 16:00:00,0.19,3.0,90.08333333333333,16,5,0,Résidentiel,396,3,0.25,0.26,1,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.26,0.17,0.26,0.25,0.34,0.3483333333333332,0.535
2016-01-22 17:00:00,0.26,3.0833333333333335,94.25,17,5,0,Résidentiel,217,2,0.21,0.19,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.19,0.26,0.94,0.21,0.59,0.3366666666666666,0.5325
2016-01-22 18:00:00,0.17,3.3666666666666667,95.58333333333333,18,5,0,Commercial,184,1,1.97,0.26,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.26,0.19,0.19,1.97,1.67,0.22333333333333327,0.5345833333333333
2016-01-22 19:00:00,0.23,3.641666666666667,95.83333333333333,19,5,0,Résidentiel,113,2,1.95,0.17,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.17,0.26,0.27,1.95,1.32,0.21999999999999995,0.4595833333333333
2016-01-22 20:00:00,0.22,3.7000000000000006,97.0,20,5,0,Résidentiel,189,4,1.7,0.23,1,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.23,0.17,0.17,1.7,1.4,0.21333333333333326,0.3879166666666667
2016-01-22 21:00:00,0.2,3.7000000000000006,97.41666666666667,21,5,0,Résidentiel,112,5,1.28,0.22,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.22,0.23,0.26,1.28,1.38,0.22166666666666657,0.32625
2016-01-22 22:00:00,0.23,3.8666666666666667,98.83333333333333,22,5,0,Résidentiel,310,2,0.33,0.2,1,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.2,0.22,0.19,0.33,1.31,0.2116666666666666,0.28125
2016-01-22 23:00:00,0.19,4.266666666666667,100.0,23,5,0,Résidentiel,396,1,0.26,0.23,1,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.23,0.2,0.26,0.26,0.38,0.21833333333333327,0.2770833333333333
2016-01-23 00:00:00,0.26,4.541666666666667,100.0,0,6,0,Commercial,345,4,0.24,0.19,1,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.19,0.23,0.17,0.24,0.24,0.20666666666666658,0.27416666666666667
2016-01-23 01:00:00,0.19,4.7250000000000005,100.0,1,6,0,Résidentiel,261,3,0.22,0.26,1,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.26,0.19,0.23,0.22,0.32,0.2216666666666666,0.27499999999999997
2016-01-23 02:00:00,0.21,4.983333333333333,100.0,2,6,0,Résidentiel,144,4,0.23,0.19,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.19,0.26,0.22,0.23,0.28,0.21499999999999994,0.27375
2016-01-23 03:00:00,0.23,5.058333333333333,99.58333333333333,3,6,0,Résidentiel,80,6,0.24,0.21,1,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.21,0.19,0.2,0.24,0.25,0.21333333333333326,0.27291666666666664
2016-01-23 04:00:00,0.18,5.041666666666667,99.41666666666667,4,6,0,Commercial,212,2,0.22,0.23,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.23,0.21,0.23,0.22,0.3,0.21833333333333327,0.2725
2016-01-23 05:00:00,0.26,5.433333333333334,100.0,5,6,0,Résidentiel,159,1,0.23,0.18,1,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.18,0.23,0.19,0.23,0.24,0.20999999999999994,0.2708333333333333
2016-01-23 06:00:00,0.18,5.900000000000001,99.58333333333333,6,6,0,Commercial,350,2,0.23,0.26,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.26,0.18,0.26,0.23,0.31,0.2216666666666666,0.27208333333333334
2016-01-23 07:00:00,0.24,5.7749999999999995,99.0,7,6,0,Commercial,320,3,0.27,0.18,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.18,0.26,0.19,0.27,1.48,0.20833333333333326,0.26999999999999996
2016-01-23 08:00:00,0.69,5.599999999999999,99.41666666666667,8,6,0,Commercial,107,3,0.3,0.24,1,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.24,0.18,0.21,0.3,0.84,0.2166666666666666,0.26875
2016-01-23 09:00:00,0.92,5.766666666666667,99.58333333333333,9,6,0,Résidentiel,302,1,0.62,0.69,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.69,0.24,0.23,0.62,0.37,0.2966666666666666,0.285
